id,ans
833,1362
834,4941
835,1359
836,1817
837,5096
838,6492
839,9935
840,17
841,3957
842,6161
843,1591
844,9206
845,8546
846,3719
847,6088
848,8832
849,5195
850,6583
851,1994
852,10032
853,7201
854,6417
855,8546
856,6046
857,2334
858,6110
859,5921
860,6266
861,1993
862,6624
863,8376
864,4292
865,9315
866,3835
867,1517
868,8529
869,8642
870,6134
871,6751
872,6155
873,3407
874,4099
875,6340
876,4407
877,10135
878,3413
879,4741
880,4487
881,199
882,1885
883,9830
884,5207
885,1998
886,7725
887,8682
888,3047
889,6876
890,10077
891,1725
892,3986
893,6296
894,4889
895,600
896,2509
897,6719
898,1990
899,9028
900,3431
901,2136
902,8664
903,5007
904,1686
905,2243
906,2084
907,4498
908,8677
909,3324
910,8112
911,6811
912,2019
913,8195
914,6461
915,147
916,4598
917,8498
918,7361
919,861
920,3542
921,2445
922,3438
923,2507
924,4988
925,5510
926,6482
927,8946
928,5469
929,5263
930,8494
931,6012
932,6042
933,6548
934,2520
935,10130
936,2819
937,4136
938,10167
939,8448
940,1231
941,8867
942,9923
943,15
944,567
945,1481
946,4959
947,2602
948,6851
949,5239
950,1565
951,6683
952,1723
953,4561
954,8747
955,3569
956,4395
957,449
958,5281
959,997
960,10135
961,9843
962,8597
963,5018
964,2507
965,295
966,4316
967,1649
968,10167
969,9678
970,4562
971,3413
972,1691
973,1624
974,8721
975,9065
976,1854
977,4821
978,7178
979,1585
980,8393
981,4664
982,5780
983,5262
984,2011
985,6997
986,4795
987,3198
988,6359
989,8989
990,5365
991,9924
992,8887
993,8626
994,4962
995,3017
996,2883
997,3198
998,7392
999,8723
1000,3279
1001,2897
1002,5131
1003,4448
1004,4355
1005,5365
1006,5551
1007,8646
1008,3542
1009,4080
1010,4252
1011,9924
1012,3762
1013,8676
1014,5139
1015,2130
1016,481
1017,6077
1018,5272
1019,9057
1020,9821
1021,5320
1022,1844
1023,4154
1024,9733
1025,8469
1026,1607
1027,6574
1028,6995
1029,1250
1030,6355
1031,1103
1032,3029
1033,5452
1034,1810
1035,5283
1036,4945
1037,7228
1038,7361
1039,4162
1040,3575
1041,5238
1042,8672
1043,4652
1044,8151
1045,2425
1046,9057
1047,496
1048,7651
1049,1275
1050,8896
1051,6322
1052,4944
1053,5508
1054,4472
1055,5199
1056,1624
1057,2150
1058,1960
1059,2124
1060,9152
1061,2174
1062,5207
1063,1993
1064,5545
1065,4741
1066,6155
1067,7409
1068,3643
1069,2791
1070,6705
1071,6725
1072,6986
1073,404
1074,8028
1075,5210
1076,3854
1077,6241
1078,8195
1079,5151
1080,3130
1081,6300
1082,1218
1083,5770
1084,6422
1085,6682
1086,5488
1087,7228
1088,7201
1089,6679
1090,4702
1091,2520
1092,5510
1093,1470
1094,5549
1095,5334
1096,5805
1097,6585
1098,4801
1099,467
1100,291
1101,7524
1102,3270
1103,8564
1104,1854
1105,22
1106,5694
1107,496
1108,1223
1109,1629
1110,8930
1111,1611
1112,6137
1113,10085
1114,7866
1115,1873
1116,3681
1117,5301
1118,8739
1119,3929
1120,2231
1121,8727
1122,4860
1123,404
1124,449
1125,6368
1126,3211
1127,6136
1128,3625
1129,8045
1130,3166
1131,6789
1132,8850
1133,2451
1134,9020
1135,2464
1136,8704
1137,4256
1138,4920
1139,6207
1140,4137
1141,1842
1142,1725
1143,516
1144,3181
1145,1810
1146,5040
1147,2242
1148,3324
1149,4225
1150,5705
1151,2173
1152,4577
1153,8972
1154,5018
1155,4955
1156,1336
1157,2805
1158,3186
1159,6851
1160,5073
1161,3182
1162,2141
1163,2533
1164,3145
1165,7126
1166,10127
1167,3896
1168,3569
1169,6231
1170,1793
1171,5191
1172,1481
1173,1061
1174,303
1175,6065
1176,8636
1177,4811
1178,4258
1179,3696
1180,3678
1181,4721
1182,4049
1183,5386
1184,1471
1185,5482
1186,1903
1187,7201
1188,2117
1189,1014
1190,3404
1191,9165
1192,8779
1193,6680
1194,9730
1195,6386
1196,8898
1197,5530
1198,3263
1199,9040
1200,4247
1201,9601
1202,3477
1203,5705
1204,4190
1205,2996
1206,8712
1207,7209
1208,3248
1209,9198
1210,1008
1211,1886
1212,3067
1213,3304
1214,6364
1215,1672
1216,10087
1217,8529
1218,2242
1219,8858
1220,4310
1221,4308
1222,3623
1223,2909
1224,6343
1225,5153
1226,1601
1227,9701
1228,2307
1229,2820
1230,4636
1231,2910
1232,9761
1233,1912
1234,2945
1235,8898
1236,7932
1237,8972
1238,7001
1239,4190
1240,3149
1241,5365
1242,4197
1243,6631
1244,3522
1245,1947
1246,8783
1247,4146
1248,4258
1249,6696
1250,8779
1251,7349
1252,2202
1253,5488
1254,5243
1255,8712
1256,1686
1257,3149
1258,2464
1259,7294
1260,6365
1261,8825
1262,3017
1263,47
1264,4338
1265,5222
1266,10095
1267,313
1268,2883
1269,4836
1270,3148
1271,2847
1272,6714
1273,8513
1274,6147
1275,10021
1276,9135
1277,2461
1278,6180
1279,9054
1280,1929
1281,1903
1282,2202
1283,8419
1284,4181
1285,2063
1286,1264
1287,1648
1288,1723
1289,1985
1290,8558
1291,5688
1292,4731
1293,1817
1294,7071
1295,3324
1296,4577
1297,7901
1298,5705
1299,4832
1300,5635
1301,6119
1302,545
1303,3413
1304,3304
1305,4138
1306,8807
1307,2516
1308,2141
1309,2238
1310,5338
1311,5815
1312,8614
1313,5101
1314,2805
1315,3432
1316,7067
1317,9152
1318,4824
1319,295
1320,8506
1321,4257
1322,1624
1323,7226
1324,234
1325,1886
1326,7294
1327,1246
1328,1351
1329,10029
1330,9041
1331,8482
1332,5264
1333,5656
1334,8514
1335,7165
1336,1088
1337,3708
1338,8515
1339,4828
1340,4648
1341,4190
1342,6088
1343,2819
1344,10156
1345,9150
1346,5242
1347,2134
1348,8722
1349,2309
1350,5696
1351,5415
1352,8974
1353,7233
1354,10086
1355,1815
1356,5139
1357,2898
1358,9176
1359,659
1360,2813
1361,10117
1362,6188
1363,1991
1364,10163
1365,2301
1366,1194
1367,2295
1368,8501
1369,6128
1370,9024
1371,7467
1372,5025
1373,4112
1374,4323
1375,9646
1376,7302
1377,4292
1378,4795
1379,8972
1380,3504
1381,6751
1382,7013
1383,1330
1384,4472
1385,3304
1386,160
1387,2190
1388,2240
1389,3670
1390,7406
1391,4256
1392,7081
1393,25
1394,3661
1395,6161
1396,4308
1397,6474
1398,1348
1399,2219
1400,5663
1401,1362
1402,10127
1403,8644
1404,3027
1405,1137
1406,8905
1407,4876
1408,1092
1409,6009
1410,3248
1411,7499
1412,8817
1413,1223
1414,4816
1415,7707
1416,3500
1417,9341
1418,5176
1419,6074
1420,1761
1421,3376
1422,8842
1423,3278
1424,1411
1425,6110
1426,8562
1427,2882
1428,142
1429,6947
1430,4610
1431,6877
1432,5007
1433,10032
1434,5181
1435,4573
1436,6691
1437,4472
1438,4652
1439,7180
1440,3847
1441,10028
1442,5224
1443,9962
1444,4991
1445,2955
1446,3166
1447,5027
1448,10042
1449,9165
1450,3090
1451,2518
1452,987
1453,6893
1454,7524
1455,2066
1456,8089
1457,2031
1458,8365
1459,7195
1460,9923
1461,1092
1462,5101
1463,2983
1464,5239
1465,6894
1466,2190
1467,7422
1468,8706
1469,9275
1470,3957
1471,5551
1472,2960
1473,5794
1474,8627
1475,1411
1476,4094
1477,1471
1478,9711
1479,4168
1480,2952
1481,7367
1482,8676
1483,8654
1484,9165
1485,3037
1486,5191
1487,4336
1488,5879
1489,6404
1490,8826
1491,1209
1492,5195
1493,8707
1494,8564
1495,3325
1496,7243
1497,4316
1498,6043
1499,2429
1500,5126
1501,2793
1502,8803
1503,1871
1504,9790
1505,5748
1506,6200
1507,8842
1508,6803
1509,4265
1510,8723
1511,3386
1512,4448
1513,5189
1514,5544
1515,10130
1516,6556
1517,31
1518,6385
1519,5350
1520,4805
1521,6100
1522,6296
1523,7611
1524,409
1525,4478
1526,4910
1527,3214
1528,8468
1529,4609
1530,8858
1531,4849
1532,5672
1533,1371
1534,3130
1535,5133
1536,1997
1537,7083
1538,8148
1539,8796
1540,5508
1541,9946
1542,2097
1543,6585
1544,8926
1545,2201
1546,6177
1547,4842
1548,4744
1549,3312
1550,1649
1551,8468
1552,4435
1553,2167
1554,2253
1555,1517
1556,4532
1557,2111
1558,8468
1559,1852
1560,7195
1561,8974
1562,6679
1563,5986
1564,7406
1565,3697
1566,10050
1567,7195
1568,4637
1569,3207
1570,7596
1571,8803
1572,5025
1573,2524
1574,3478
1575,8833
1576,4824
1577,147
1578,9705
1579,9144
1580,6429
1581,2331
1582,6202
1583,6420
1584,2111
1585,9065
1586,5181
1587,2259
1588,2529
1589,5494
1590,1348
1591,6672
1592,8783
1593,2938
1594,553
1595,3730
1596,4244
1597,2520
1598,9610
1599,5071
1600,2083
1601,2924
1602,6305
1603,6536
1604,1337
1605,975
1606,6198
1607,5569
1608,10047
1609,1371
1610,2820
1611,8896
1612,2520
1613,9155
1614,69
1615,1031
1616,1187
1617,10060
1618,4816
1619,6065
1620,4437
1621,5326
1622,8643
1623,6361
1624,10080
1625,2892
1626,2134
1627,4879
1628,467
1629,5418
1630,7209
1631,6994
1632,5407
1633,1962
1634,5784
1635,7244
1636,1568
1637,2110
1638,9878
1639,8454
1640,4672
1641,4601
1642,3148
1643,6330
1644,7460
1645,4014
1646,9712
1647,5187
1648,6344
1649,1245
1650,69
1651,4648
1652,9165
1653,8365
1654,9669
1655,4414
1656,5147
1657,1221
1658,5953
1659,4168
1660,4161
1661,8947
1662,3198
1663,2613
1664,6811
1665,5182
1666,2017
1667,7203
1668,10144
1669,6184
1670,9056
1671,7845
1672,7260
1673,7094
1674,1218
1675,248
1676,4027
1677,7519
1678,6100
1679,5291
1680,3324
1681,5124
1682,4146
1683,8485
1684,2445
1685,1994
1686,2425
1687,1946
1688,3620
1689,6344
1690,6320
1691,1578
1692,8286
1693,10071
1694,6190
1695,8887
1696,7499
1697,4392
1698,3052
1699,6200
1700,2158
1701,409
1702,3980
1703,2613
1704,6043
1705,8470
1706,10144
1707,4899
1708,3280
1709,5433
1710,2406
1711,2160
1712,9682
1713,6947
1714,3697
1715,6596
1716,981
1717,7409
1718,313
1719,4573
1720,1389
1721,5158
1722,8547
1723,8504
1724,3043
1725,3149
1726,6354
1727,2831
1728,5350
1729,632
1730,4102
1731,5656
1732,3730
1733,6418
1734,6719
1735,6726
1736,3035
1737,4914
1738,2837
1739,7422
1740,4373
1741,1346
1742,5158
1743,3875
1744,6314
1745,4874
1746,2070
1747,10096
1748,6155
1749,7317
1750,8470
1751,6973
1752,5482
1753,632
1754,1281
1755,7881
1756,6166
1757,6691
1758,8597
1759,7004
1760,8704
1761,10087
1762,2072
1763,8430
1764,9152
1765,7201
1766,6087
1767,4473
1768,4315
1769,4860
1770,1011
1771,9986
1772,8702
1773,1629
1774,9041
1775,4722
1776,3522
1777,10003
1778,4913
1779,5218
1780,3024
1781,5125
1782,6182
1783,9138
1784,5101
1785,4945
1786,7114
1787,4637
1788,6119
1789,9705
1790,1634
1791,2331
1792,3130
1793,5897
1794,8644
1795,2120
1796,6151
1797,6066
1798,3336
1799,8514
1800,1962
1801,6335
1802,23
1803,4136
1804,3315
1805,4620
1806,3959
1807,2529
1808,291
1809,8278
1810,5451
1811,5765
1812,9135
1813,2534
1814,3959
1815,2938
1816,8278
1817,160
1818,3480
1819,142
1820,3725
1821,3432
1822,7203
1823,2772
1824,3010
1825,8469
1826,3994
1827,3745
1828,433
1829,9017
1830,4154
1831,147
1832,4717
1833,8968
1834,5903
1835,6367
1836,2898
1837,5679
1838,6236
1839,8957
1840,4245
1841,1873
1842,3542
1843,5092
1844,10015
1845,1218
1846,8971
1847,9302
1848,6548
1849,1066
1850,273
1851,7725
1852,3478
1853,4219
1854,1493
1855,8412
1856,3708
1857,5199
1858,8454
1859,3431
1860,4561
1861,2955
1862,2580
1863,38
1864,3989
1865,5222
1866,6947
1867,5243
1868,4547
1869,1231
1870,4573
1871,2110
1872,9962
1873,1916
1874,4691
1875,7850
1876,6987
1877,3623
1878,8448
1879,1672
1880,1059
1881,409
1882,4715
1883,6398
1884,1559
1885,7506
1886,6368
1887,3398
1888,3014
1889,6546
1890,5185
1891,6152
1892,5896
1893,6986
1894,9135
1895,114
1896,5326
1897,4666
1898,4637
1899,1359
1900,4174
1901,3697
1902,5512
1903,2055
1904,4863
1905,4636
1906,1672
1907,2318
1908,4946
1909,9151
1910,3896
1911,9733
1912,1474
1913,6291
1914,10044
1915,5124
1916,1250
1917,2938
1918,1604
1919,5242
1920,1580
1921,3491
1922,6558
1923,7124
1924,7423
1925,8803
1926,394
1927,4166
1928,9808
1929,4146
1930,4960
1931,1261
1932,1223
1933,5922
1934,7467
1935,4701
1936,2884
1937,3696
1938,3431
1939,2524
1940,9984
1941,9729
1942,7348
1943,2898
1944,3587
1945,1175
1946,6427
1947,8641
1948,2909
1949,9179
1950,5018
1951,3875
1952,5537
1953,2897
1954,4549
1955,5365
1956,3389
1957,5293
1958,534
1959,8618
1960,1443
1961,371
1962,6603
1963,8692
1964,2611
1965,301
1966,7422
1967,6417
1968,3231
1969,7881
1970,2309
1971,9014
1972,8386
1973,3858
1974,7680
1975,8570
1976,5815
1977,918
1978,8643
1979,6705
1980,4448
1981,334
1982,4566
1983,4710
1984,6803
1985,2083
1986,5207
1987,8860
1988,3207
1989,10083
1990,3238
1991,5702
1992,94
1993,1322
1994,6440
1995,5520
1996,1384
1997,4435
1998,9288
1999,2611
2000,5146
2001,1994
2002,679
2003,9040
2004,1034
2005,1318
2006,5520
2007,3708
2008,8943
2009,2524
2010,8656
2011,5485
2012,4962
2013,6565
2014,8448
2015,14
2016,4532
2017,5469
2018,2236
2019,3098
2020,284
2021,2533
2022,3984
2023,8742
2024,8914
2025,2996
2026,1335
2027,4691
2028,5157
2029,5488
2030,9137
2031,4628
2032,5509
2033,4407
2034,1170
2035,4190
2036,1209
2037,4238
2038,7371
2039,10143
2040,3081
2041,6214
2042,9087
2043,9106
2044,9315
2045,3431
2046,6725
2047,3648
2048,3705
2049,8023
2050,7755
2051,7309
2052,5126
2053,5488
2054,1289
2055,6718
2056,3332
2057,4247
2058,3312
2059,10087
2060,9850
2061,2253
2062,5124
2063,7392
2064,7260
2065,5901
2066,3338
2067,467
2068,8430
2069,5138
2070,1513
2071,661
2072,4265
2073,9926
2074,5138
2075,1686
2076,1862
2077,951
2078,6645
2079,3022
2080,7786
2081,2938
2082,5469
2083,4945
2084,5365
2085,1997
2086,5611
2087,5748
2088,4478
2089,10032
2090,7302
2091,4496
2092,1275
2093,2837
2094,1377
2095,1994
2096,1603
2097,1373
2098,8148
2099,3500
2100,3421
2101,5544
2102,2472
2103,10021
2104,8914
2105,4068
2106,3148
2107,6682
2108,5092
2109,1275
2110,371
2111,5320
2112,6361
2113,9245
2114,3211
2115,4462
2116,1050
2117,3357
2118,4744
2119,5092
2120,3714
2121,6394
2122,2242
2123,7265
2124,4221
2125,3098
2126,2518
2127,10028
2128,2546
2129,4600
2130,1454
2131,1470
2132,2078
2133,5221
2134,9731
2135,6161
2136,1470
2137,9213
2138,6704
2139,5176
2140,4625
2141,6989
2142,4960
2143,6141
2144,7449
2145,4975
2146,3040
2147,1723
2148,3625
2149,5195
2150,5303
2151,7066
2152,1410
2153,5254
2154,4691
2155,1559
2156,1250
2157,6877
2158,6343
2159,5464
2160,6164
2161,4165
2162,3625
2163,4794
2164,6803
2165,1258
2166,3043
2167,5344
2168,3052
2169,7881
2170,1135
2171,4598
2172,4816
2173,2996
2174,2819
2175,5407
2176,6355
2177,4150
2178,3167
2179,10036
2180,8636
2181,10071
2182,7126
2183,4157
2184,9001
2185,4051
2186,2331
2187,8685
2188,5046
2189,1493
2190,4828
2191,25
2192,1844
2193,1454
2194,1361
2195,1448
2196,4741
2197,2897
2198,5770
2199,6751
2200,4571
2201,4323
2202,6921
2203,6141
2204,8914
2205,2307
2206,7178
2207,10135
2208,4647
2209,9687
2210,2969
2211,8798
2212,9054
2213,6058
2214,7195
2215,2483
2216,3052
2217,9119
2218,3304
2219,6296
2220,10083
2221,334
2222,1986
2223,1624
2224,4304
2225,3957
2226,9967
2227,2253
2228,2335
2229,1281
2230,2155
2231,4722
2232,7450
2233,2570
2234,8127
2235,3569
2236,6177
2237,5254
2238,6334
2239,7369
2240,7460
2241,1410
2242,5635
2243,6987
2244,1580
2245,10095
2246,10001
2247,8641
2248,7159
2249,5138
2250,8386
2251,1517
2252,6555
2253,958
2254,5124
2255,10089
2256,4821
2257,6368
2258,4543
2259,2844
2260,8825
2261,3186
2262,4652
2263,1731
2264,4852
2265,2026
2266,4934
2267,6802
2268,2406
2269,94
2270,951
2271,6346
2272,4652
2273,2019
2274,4981
2275,8656
2276,1568
2277,1373
2278,8682
2279,4334
2280,6567
2281,992
2282,5210
2283,9091
2284,5195
2285,632
2286,9902
2287,5318
2288,4338
2289,8495
2290,160
2291,1731
2292,5780
2293,5902
2294,6316
2295,6548
2296,5189
2297,8926
2298,8355
2299,5133
2300,5447
2301,2031
2302,665
2303,8898
2304,6398
2305,3203
2306,2573
2307,6704
2308,4842
2309,8313
2310,7094
2311,6624
2312,3080
2313,9014
2314,6164
2315,5416
2316,8660
2317,3188
2318,5078
2319,9797
2320,8933
2321,5566
2322,1062
2323,3880
2324,8951
2325,3725
2326,6997
2327,5784
2328,2823
2329,8708
2330,7243
2331,2861
2332,3896
2333,8547
2334,3980
2335,9158
2336,3465
2337,8803
2338,6025
2339,47
2340,3788
2341,1377
2342,10008
2343,3263
2344,719
2345,8127
2346,3928
2347,9135
2348,2883
2349,2110
2350,6012
2351,8867
2352,5543
2353,495
2354,7438
2355,2095
2356,38
2357,3795
2358,3485
2359,7126
2360,4219
2361,5140
2362,1348
2363,2599
2364,9277
2365,4547
2366,9926
2367,9818
2368,8847
2369,5146
2370,6429
2371,6665
2372,8011
2373,5549
2374,5418
2375,661
2376,371
2377,5088
2378,3067
2379,6204
2380,4849
2381,5704
2382,1874
2383,1035
2384,4723
2385,2316
2386,6361
2387,1550
2388,6878
2389,3166
2390,8440
2391,2225
2392,3383
2393,9091
2394,2231
2395,8971
2396,3984
2397,3989
2398,4487
2399,7238
2400,10160
2401,10044
2402,220
2403,6163
2404,8904
2405,5125
2406,5464
2407,7651
2408,6695
2409,8796
2410,9245
2411,1034
2412,7845
2413,8288
2414,3986
2415,1382
2416,1246
2417,6280
2418,5226
2419,1289
2420,4580
2421,9910
2422,6851
2423,4798
2424,4876
2425,6936
2426,2063
2427,5144
2428,397
2429,8148
2430,1607
2431,2909
2432,7174
2433,7075
2434,4102
2435,6439
2436,3808
2437,2073
2438,4521
2439,800
2440,8498
2441,1633
2442,8807
2443,2301
2444,8909
2445,6318
2446,4373
2447,8121
2448,1714
2449,5073
2450,8506
2451,8807
2452,3989
2453,1580
2454,3745
2455,2883
2456,3760
2457,9722
2458,5189
2459,2079
2460,2443
2461,8457
2462,433
2463,3862
2464,5264
2465,4853
2466,31
2467,5482
2468,3356
2469,8723
2470,4816
2471,8676
2472,10042
2473,9151
2474,6532
2475,2483
2476,5283
2477,6680
2478,21
2479,8702
2480,1839
2481,2073
2482,3542
2483,5334
2484,4724
2485,8854
2486,7513
2487,4419
2488,8365
2489,4905
2490,6172
2491,8636
2492,10028
2493,5982
2494,2898
2495,1574
2496,8727
2497,3984
2498,4532
2499,1628
2500,6081
2501,5283
2502,3047
2503,1815
2504,8717
2505,6235
2506,6988
2507,9150
2508,6483
2509,4338
2510,8785
2511,5488
2512,8547
2513,2031
2514,2419
2515,801
2516,8286
2517,4308
2518,6100
2519,10175
